Problem Names,-2,-1,False,True,acc
competition/2190/expert.txt,0,0,4,4,50.00
competition/2190/question.txt,0,7,0,1,12.50
interview/0351/expert.txt,1,0,0,0,0.00
interview/0351/question.txt,1,0,0,0,0.00
interview/1310/expert.txt,0,0,1,0,0.00
interview/1310/question.txt,0,0,1,0,0.00
competition/2258/expert.txt,0,0,3,1,25.00
competition/2258/question.txt,0,0,3,1,25.00
competition/2259/expert.txt,0,0,3,1,25.00
competition/2259/question.txt,0,0,3,1,25.00
interview/0018/expert.txt,0,0,1,0,0.00
interview/0018/question.txt,0,0,1,0,0.00
interview/1443/expert.txt,0,0,1,0,0.00
interview/1443/question.txt,0,1,0,0,0.00
interview/0005/expert.txt,0,0,1,0,0.00
interview/0005/question.txt,0,0,1,0,0.00
interview/1087/expert.txt,0,0,0,1,100.00
interview/1087/question.txt,0,0,0,1,100.00
interview/1442/expert.txt,0,0,1,0,0.00
interview/1442/question.txt,0,0,1,0,0.00
interview/1950/expert.txt,0,0,0,0,
interview/1950/question.txt,0,0,0,0,
competition/2172/expert.txt,0,2,7,0,0.00
competition/2172/question.txt,0,2,7,0,0.00
interview/1908/expert.txt,0,0,0,0,
interview/1908/question.txt,0,0,0,0,
competition/2012/expert.txt,1,0,0,0,0.00
competition/2012/question.txt,0,18,0,0,0.00
interview/0014/expert.txt,0,0,1,0,0.00
interview/0014/question.txt,0,0,1,0,0.00
competition/2033/expert.txt,1,0,0,0,0.00
competition/2033/question.txt,1,0,0,0,0.00
competition/2000/expert.txt,0,0,3,16,84.21
competition/2000/question.txt,0,19,0,0,0.00
competition/2359/expert.txt,0,0,21,2,8.70
competition/2359/question.txt,0,0,23,0,0.00
interview/1534/expert.txt,0,0,1,0,0.00
interview/1534/question.txt,0,0,1,0,0.00
competition/2195/expert.txt,0,0,6,1,14.29
competition/2195/question.txt,0,0,2,5,71.43
competition/2039/expert.txt,0,0,10,6,37.50
competition/2039/question.txt,0,0,10,6,37.50
competition/2034/expert.txt,0,0,17,0,0.00
competition/2034/question.txt,0,0,17,0,0.00
interview/1415/expert.txt,0,0,0,1,100.00
interview/1415/question.txt,0,0,0,1,100.00
interview/0003/expert.txt,0,0,1,0,0.00
interview/0003/question.txt,0,0,1,0,0.00
competition/2213/expert.txt,0,2,0,4,66.67
competition/2213/question.txt,0,2,0,4,66.67
competition/2077/expert.txt,0,0,9,4,30.77
competition/2077/question.txt,0,0,7,6,46.15
interview/0024/expert.txt,0,0,1,0,0.00
interview/0024/question.txt,0,0,1,0,0.00
interview/1369/expert.txt,0,0,1,0,0.00
interview/1369/question.txt,0,0,0,1,100.00
interview/0048/expert.txt,0,0,1,0,0.00
interview/0048/question.txt,0,0,1,0,0.00
interview/1546/expert.txt,0,0,0,1,100.00
interview/1546/question.txt,0,0,0,1,100.00
competition/2040/expert.txt,0,0,16,0,0.00
competition/2040/question.txt,0,0,16,0,0.00
competition/2069/expert.txt,0,14,0,0,0.00
competition/2069/question.txt,0,14,0,0,0.00
interview/1181/expert.txt,0,0,0,1,100.00
interview/1181/question.txt,0,0,0,1,100.00
interview/1377/expert.txt,1,0,0,0,0.00
interview/1377/question.txt,0,0,1,0,0.00
competition/2357/expert.txt,0,66,2,4,5.56
competition/2357/question.txt,0,3,49,20,27.78
competition/2029/expert.txt,1,0,0,0,0.00
competition/2029/question.txt,0,0,16,1,5.88
competition/2171/expert.txt,0,0,8,1,11.11
competition/2171/question.txt,0,0,9,0,0.00
competition/2143/expert.txt,0,10,0,0,0.00
competition/2143/question.txt,0,0,7,3,30.00
competition/2306/expert.txt,0,3,0,0,0.00
competition/2306/question.txt,0,3,0,0,0.00
interview/1742/expert.txt,1,0,0,0,0.00
interview/1742/question.txt,1,0,0,0,0.00
